year,advertiser_id,advertiser_name
2009,464,First Southern Bank
2009,80,American Heritage Bank
2009,100,Arvest Bank Group Inc
2009,874,Orrstown Bank
2009,419,Fifth Third Bancorp
2009,1048,Southwest Bank
2009,289,Commercial Bank
2009,708,M&T Bank Corp
2009,1015,Sandy Spring Bancorp Inc
2009,138,Bank Independent
2009,1107,Town & Country Bank
2009,588,Hilltop Holdings Inc
2009,50,Adirondack Trust Co
2009,537,Guaranty Bank & Trust Co
2009,1116,Truist Financial Corp
2009,649,Johnson Mortgage Co Llc
2009,133,Banco Bilbao Vizcaya Argentaria SA
2009,1033,Solvay Bank
2009,433,First Citizens Bancorp Inc
2009,1046,Southside Bank
2009,579,Heartland Bank
2009,145,Bank Of Marion
2009,678,Lake City Bank
2009,228,Capital City Bank
2009,87,Ameriserv Financial Inc
2009,910,Peoples Community Bank
2009,146,Bank Of Montreal
2009,9,1st Source Bank
2009,448,First Midwest Bank
2009,500,GRANITE MORTGAGE INC
2009,941,Quad City Bank & Trust Co
2009,1167,Valley Bank
2009,428,First Bank & Trust
2009,783,Monarch Bank
2009,150,Bank Of The James
2009,379,Equitable Bank
2009,900,Patriot Bank Corp
2009,603,Hometown Bank
2009,972,Riverside Bank
2009,140,Bank OZK
2009,69,Amalgamated Bank
2009,656,Kentucky Bank
2009,1204,Wesbanco Inc
2009,1197,Washington Trust Bank
2009,416,Farmers Bank
2009,677,Lake Area Bank
2009,144,Bank Of MO
2009,1209,Western Bank Corp Inc
2009,745,Mechanics Bank
2009,185,Brotherhood Bank & Trust
2009,1111,Traditional Bank
2009,626,Independent Bank
2009,124,BNP Paribas
2009,1054,Spirit Bank
2009,1144,Union State Bank
2009,292,Community Bank & Trust
2009,156,BankPlus
2009,60,Allegheny Valley Bancorp Inc
2009,690,Layton State Bank
2009,434,First Commonwealth Financial Corp
2009,263,Citizens & Northern Corp
2009,1146,United Bankshares Inc
2009,896,Palmetto Bank
2009,571,Harvard State Bank
2009,1210,Western State Bank
2009,467,FirstSouth Bancorp Inc
2009,976,Rockland Trust Co
2009,779,Midwest Bank Na
2009,769,Mid Penn Bancorp Inc
2009,387,F&M Bancorp
2009,466,First State Bank & Trust
2009,288,Commerce Bank
2009,919,Pioneer Bank
2009,273,Clearfield Bank & Trust Co
2009,983,S&T Bancorp Inc
2009,248,Century Bank
2009,14,ABC Bank
2009,152,Bank Orion
2009,135,BancorpSouth Inc
2009,933,Provident Bank
2009,237,Carrollton Bancorp
2009,898,Park Bank
2009,606,Horizon Bank
2009,297,Community Savings Bank
2009,528,Great Western Bancorp Inc
2009,238,Carter County Bank
2009,1135,Ulster Savings Bank
2009,829,New York Community Bancorp Inc
2009,968,Ridgewood Savings Bank
2009,1199,Waukesha State Bank
2009,646,Jefferson Bank
2009,763,Metairie Bank & Trust Co
2009,1058,Standard Bank & Trust Co
2009,1106,Torrington Savings Bank
2009,837,Northeast Bank
2009,641,Itasca Bank & Trust Co
2009,830,NewBridge Bancorp
2009,153,Bank of Glen Burnie
2009,932,Prosperity Bancshares Inc
2009,426,First American Bank Corp
2009,332,Delaware County Bank & Trust Cs
2009,1136,Umpqua Holdings Corp
2009,245,Central Pacific Bank
2009,515,German American Bancorp
2009,429,First Bank Of Highland Park
2009,746,Mechanics Savings Bank
2009,355,EAST/WEST MORTGAGE CO
2009,846,Norway Savings Bank
2009,1007,Saco & Biddeford Savings Institution
2009,523,Gorham Savings Bank
2009,160,Bath Savings Institution
2009,91,Androscoggin Bank
2009,221,Cambridge Savings Bank
2009,147,Bank Of NH
2009,305,CoreFirst Bank & Trust
2009,52,Advantage Bank
2009,1143,Union Savings Bank
2009,832,Newtown Savings Bank
2009,977,Rockville Bank
2009,408,Fairfield County Bank
2009,1099,Thomaston Savings Bank
2009,136,Bangor Savings Bank
2009,1206,West Suburban Bank
2009,461,First Service Bank
2009,468,Firstbank Holding Co Of CO
2009,969,River City Bank
2009,226,Capital Bank
2009,488,Fremont Bank
2009,684,Lakeside Bancorp
2009,637,Intl Bank Of Commerce
2009,682,Lakeland Bancorp Inc
2009,186,Brunswick Bank & Trust
2009,737,Marine Bank
2009,580,Heartland Bank & Trust Co
2009,134,Banco Santander Central Hispano Sa
2009,930,Progressive Bank
2009,587,Hillcrest Bank
2009,1060,State Bank
2009,1010,Salem Five Cents Savings Bank
2009,331,Dedham Institution For Savings
2009,961,Republic Bank & Trust Co
2009,171,Belmont Savings Bank
2009,872,OneUnited Bank
2009,861,Ocean Bank
2009,513,Genesee Regional Bank
2009,1077,Synovus Financial Corp
2009,109,Atlantic Stewardship Bank
2009,835,North Shore Bank
2009,748,Melrose Cooperative Bank
2009,954,Reading Cooperative Bank
2009,470,Firstrust Bank
2009,310,Country Bank
2009,459,First Republic Bank
2009,867,Omni Bank
2009,132,BancFirst Corp
2009,68,Altoona First Savings Bank
2009,594,Home Savings & Loan Co
2009,841,Northwest Bancshares Inc
2009,562,Haddon Savings Bank
2009,89,Anchorbank
2009,158,Banner Bank
2009,1024,Sharon Savings Bank
2009,1149,United Savings Bank
2009,619,INVESTORS BANK CORP
2009,639,Investors Savings Bank
2009,527,Great Southern Bancorp Inc
2009,526,Great Midwest Bank
2009,701,Lisle Savings Bank
2009,807,NVE Bancorp
2009,179,Bogota Savings Bank
2009,196,CITIZENS FIRST MORTGAGE
2009,936,Prudential Financial Inc
2009,180,Boiling Springs Savings Bank Inc
2009,268,Citizens Savings Bank
2009,610,Huntingdon Valley Bank
2009,736,Manasquan Savings Bank
2009,734,Magyar Bancorp
2009,347,Doral Bank
2009,602,Homestreet Inc
2009,367,Eastern Bank
2009,542,Gulf Coast Bank & Trust Co
2009,311,County Bank
2009,266,Citizens First Bank
2009,1178,Village Bank
2009,77,American Enterprise Bank
2009,1043,Southern Community Bank & Trust
2009,733,Macatawa Bank Corp
2009,963,Resource Bank
2009,958,Reliance Bank
2009,581,Heritage Community Bank
2009,149,Bank Of Oak Ridge
2009,1124,Two River Community Bank
2009,309,Cottage Savings Bank
2009,165,Beach Community Bank
2009,843,Northwest Commercial Bank
2009,432,First Choice Bank
2009,373,Embassy Bank For The Lehigh Valley
2009,83,American Trust Bank
2009,1208,Western Alliance Bancorp
2009,632,Integrity Bank
2009,66,Ally Financial Inc
2009,613,Hyde Park Savings Bank
2009,183,Bridgewater Savings Bank
2009,365,East Cambridge Savings Bank
2009,775,Middlesex Savings Bank
2009,363,Eagle Bank
2009,630,Institution For Savings
2009,952,Randolph Savings Bank
2009,1052,Spencer Savings Bank
2009,1041,South Shore Savings Bank
2009,917,Piedmont Federal Savings Bank
2009,591,Home Federal Bank
2009,1141,Union Federal Savings & Loan Assn
2009,612,Huntington Federal
2009,193,CHEVIOT SAVINGS BANK
2009,234,Capitol Federal Financial Inc
2009,540,Guardian Savings
2009,1195,Washington Federal Inc
2009,590,Home Bank
2009,774,Middlesex Federal Savings
2009,280,Colonial Federal Savings Bank
2009,651,Kearny Financial Corp
2009,1035,Somerset Savings Bank
2009,99,Arundel Federal Savings Bank
2009,155,BankFinancial FSB
2009,283,Columbia Bank
2009,1097,Third Federal Bank
2009,1101,Tierone Bank
2009,1147,United Fidelity Bank
2009,979,Rosedale Federal Savings & Loan Assn
2009,1216,Windsor Federal Savings
2009,252,Charleroi Federal Savings Bank
2009,833,North American Savings Bank
2009,629,Indymac Federal Bank
2009,418,Federal Savings Bank
2009,439,First Federal Bank
2009,973,Riverview Community Bank
2009,1098,Third Federal Savings & Loan
2009,978,Roma Bank
2009,573,Hatboro Federal Savings
2009,938,Pulaski Bank
2009,239,Carver Federal Savings Bank
2009,487,Freehold Savings Bank
2009,680,Lake Shore Savings Inc
2009,353,E-Trade Financial Corp
2009,159,Barclays Plc
2009,372,El Dorado Savings Bank
2009,440,First Federal Bank Of FL
2009,281,Colonial Savings FA
2009,634,Interamerican Bank
2009,1119,Trustco Bancorp
2009,1193,WSFS Financial Corp
2009,706,Luther Burbank Savings
2009,1150,United Services Automobile Assn
2009,1066,Sterling Bank & Trust Fsb
2009,345,Dollar Bank
2009,793,Mutual Of Omaha Insurance Co
2009,471,Flagstar Bancorp Inc
2009,460,First Savings Bank
2009,484,Franklin Savings Bank FSB
2009,953,Raymond James Financial Inc
2009,491,Frontier Bank
2009,593,Home Loan Investment Bank
2009,597,HomeTrust Banking Partnership
2009,346,Domestic Bank
2009,772,MidFirst Bank
2009,1062,State Farm Mutual Auto Ins Co
2009,22,AIG American Intl Group Inc
2009,65,Allstate Corp
2009,1082,TIAA Teachers Insurance & Annuity Assn
2009,139,Bank Mutual
2009,184,Brookline Bancorp Inc
2009,568,Harrington Bank
2009,538,Guaranty Federal Savings
2009,989,SHELTER MORTGAGE CO
2009,940,PyraMax Bank
2009,112,BANK @LANTEC FIN FED CREDIT UNION
2009,915,Peoples United Financial Inc
2009,253,Charles Schwab Corp
2009,195,CIT Group Inc
2009,247,Centris Federal Credit Union
2009,222,Campus Federal Credit Union
2009,76,American Eagle Federal Credit Union
2009,427,First Atlantic Federal Credit Union
2009,866,Omaha Federal Credit Union
2009,506,GTE Financial
2009,905,Pentagon Federal Credit Union
2009,645,Jax Federal Credit Union
2009,120,BFG Federal Credit Union
2009,1164,Utah First Federal Credit Union
2009,851,NuVision Federal Credit Union
2009,296,Community Resource Federal Credit Union
2009,55,Affinity Federal Credit Union
2009,970,River City Federal Credit Union
2009,825,New Mexico Educators Federal Credit Union
2009,834,North Jersey Federal Credit Union
2009,276,Coastline Federal Credit Union
2009,689,Langley Federal Credit Union
2009,904,Pen Air Federal Credit Union
2009,1159,University Federal Credit Union
2009,778,Midwest America Federal Credit Union
2009,1094,Tennessee Valley Federal Credit Union
2009,576,Hawaii State Federal Credit Union
2009,94,Arizona Federal Credit Union
2009,575,Hawaii Schools Federal Credit Union
2009,384,Evolve Federal Credit Union
2009,577,HawaiiUSA Federal Credit Union
2009,1076,Sunmark Federal Credit Union
2009,903,Pearl Harbor Federal Credit Union
2009,703,Logix Federal Credit Union
2009,261,Citadel Federal Credit Union
2009,1121,Tucson Federal Credit Union
2009,375,Empower Federal Credit Union
2009,1039,South Jersey Federal Credit Union
2009,750,Member One Federal Credit Union
2009,660,Kinecta Federal Credit Union
2009,1211,Western Sun Federal Credit Union
2009,494,GCS Federal Credit Union
2009,1071,Summit Federal Credit Union
2009,653,Kellogg Community Federal Credit Union
2009,1152,United Southeast Federal Credit Union
2009,173,Bethpage Federal Credit Union
2009,1006,Sac Federal Credit Union
2009,412,Family First Federal Credit Union
2009,516,Glass City Federal Credit Union
2009,845,Northwest Federal Credit Union
2009,814,Navy Federal Credit Union
2009,894,Pacific Oaks Federal Credit Union
2009,572,Harvesters Federal Credit Union
2009,90,Andrews Federal Credit Union
2009,858,ORNL Federal Credit Union
2009,58,Alaska USA Federal Credit Union
2009,1073,Sun East Federal Credit Union
2009,795,NASA Federal Credit Union
2009,870,One NV Credit Union
2009,758,Merck Sharp & Dohme Federal Credit Union
2009,751,Members 1st Federal Credit Union
2009,1221,Y-12 Federal Credit Union
2009,906,People First Federal Credit Union
2009,285,Columbus Metro Federal Credit Union
2009,1213,White Crown Federal Credit Union
2009,6,1st Advantage Federal Credit Union
2009,609,Hughes Federal Credit Union
2009,955,Redstone Federal Credit Union
2009,348,Dort Federal Credit Union
2009,189,CBC Federal Credit Union
2009,1117,Truliant Federal Credit Union
2009,1214,White Sands Federal Credit Union
2009,1087,Teachers Federal Credit Union
2009,511,Genco Federal Credit Union
2009,421,Finance Center Federal Credit Union
2009,341,Direct Federal Credit Union
2009,816,Neighbors Federal Credit Union
2009,665,L&N Federal Credit Union
2009,371,Eglin Federal Credit Union
2009,743,McCoy Federal Credit Union
2009,534,Grow Financial Federal Credit Union
2009,984,SAFE Federal Credit Union
2009,1160,University Of HI Federal Credit Union
2009,1125,Tyndall Federal Credit Union
2009,96,Arkansas Federal Credit Union
2009,1020,Security Service Federal Credit Union
2009,1025,Shreveport Federal Credit Union
2009,1014,Sandia Area Federal Credit Union
2009,358,ENT Federal Credit Union
2009,662,Kirtland Federal Credit Union
2009,255,Chartway Federal Credit Union
2009,15,ABNB Federal Credit Union
2009,1180,Virginia Beach Schools Federal Credit Union
2009,339,Diamond Valley Federal Credit Union
2009,782,Mission Federal Credit Union
2009,570,Hartford Federal Credit Union
2009,666,LA Capitol Federal Credit Union
2009,42,ASI Federal Credit Union
2009,918,Pinnacle Federal Credit Union
2009,582,Heritage Federal Credit Union
2009,685,Lanco Federal Credit Union
2009,912,Peoples Federal Credit Union
2009,947,RIA Federal Credit Union
2009,1182,Visions Federal Credit Union
2009,1131,USAlliance Federal Credit Union
2009,1069,Suffolk Federal Credit Union
2009,275,Coastal Federal Credit Union
2009,951,RTP Federal Credit Union
2009,921,Pittsford Federal Credit Union
2009,323,Cross Valley Federal Credit Union
2009,1133,UT Federal Credit Union
2009,73,AmeriChoice Federal Credit Union
2009,483,Franklin Mint Federal Credit Union
2009,1220,Xceed Financial Federal Credit Union
2009,114,BEACH MUNICIPAL FED CREDIT UNION
2009,647,Johns Hopkins Federal Credit Union
2009,212,CPM Federal Credit Union
2009,773,MidFlorida Credit Union
2009,766,Michigan State University Federal Credit Union
2009,340,Digital Federal Credit Union
2009,848,Notre Dame Federal Credit Union
2009,479,Founders Federal Credit Union
2009,1161,University Of KY Federal Credit Union
2009,53,Advantage Federal Credit Union
2009,1092,Telcoe Federal Credit Union
2009,1034,Somerset Federal Credit Union
2009,836,NorthCountry Federal Credit Union
2009,1217,Wings Financial Credit Union
2009,589,Hiway Federal Credit Union
2009,1011,San Antonio Federal Credit Union
2009,1118,Truservice Community Federal Credit Union
2009,335,Denver Community Credit Union
2009,59,Allegacy Federal Credit Union
2009,1103,Tinker Federal Credit Union
2009,1201,Webster First Federal Credit Union
2009,361,ESL Federal Credit Union
2009,1096,Texar Federal Credit Union
2009,325,Cyprus Credit Union
2009,789,Mountain America Credit Union
2009,522,Goldenwest Credit Union
2009,74,America First Credit Union
2009,543,Gulf Winds Federal Credit Union
2009,336,Deseret First Credit Union
2009,524,Granite Credit Union
2009,607,Horizon Credit Union
2009,254,Charlotte Metro Credit Union
2009,753,Members Credit Union
2009,1196,Washington State Employees Credit Union
2009,496,GECU Of El Paso
2009,1081,TCU Teachers Credit Union
2009,317,Credit Union Of America
2009,92,Anoka Hennepin Credit Union
2009,792,Municipal Credit Union
2009,525,Great Lakes Credit Union
2009,1061,State Employees Credit Union
2009,485,Freedom Credit Union
2009,844,Northwest Community Credit Union
2009,615,IH MS Valley Credit Union
2009,1203,Weokie Credit Union Foundation
2009,1056,St Louis Community Credit Union
2009,423,Financial Center Credit Union
2009,103,Associated Credit Union
2009,688,Landmark Credit Union
2009,298,Community Trust Credit Union
2009,1123,Tulsa Teachers Credit Union
2009,1122,Tulsa Federal Employees Credit Union
2009,413,Family Security Credit Union
2009,104,Associated Credit Union Of TX
2009,291,Commonwealth Credit Union
2009,937,Public Service Credit Union
2009,98,Arrowhead Credit Union
2009,411,Family Credit Union
2009,220,California Credit Union
2009,824,New Horizons Credit Union
2009,1019,Scott Credit Union
2009,1132,USE CREDIT UNION
2009,230,Capital Credit Union
2009,1165,VALLEY CREDIT UNION
2009,754,Members First Credit Union
2009,250,Chaco Credit Union Inc
2009,1013,San Diego Metropolitan Credit Union
2009,1012,San Diego County Credit Union
2009,1022,Seven Seventeen Credit Union
2009,326,DEERE HARVESTER CREDIT UNION
2009,650,Kalsee Credit Union
2009,95,Arizona State Credit Union
2009,164,BayPort Credit Union Inc
2009,852,Numark Credit Union
2009,475,Florida Telco Credit Union
2009,655,Kemba Financial Credit Union
2009,713,MEADOWS CREDIT UNION
2009,519,Golden 1 Credit Union
2009,654,Kemba Credit Union Inc
2009,765,Metro Credit Union
2009,320,Credit Union One
2009,749,Melrose Credit Union
2009,681,Lake Trust Credit Union
2009,971,River Valley Credit Union
2009,1088,Team One Credit Union
2009,303,Consumers Credit Union
2009,862,Oklahoma Central Credit Union
2009,469,Firstmark Credit Union
2009,679,Lake MI Credit Union
2009,177,Boeing Employees Credit Union
2009,869,OnPoint Community Credit Union
2009,54,Affinity Credit Union
2009,1093,Telhio Credit Union Inc
2009,93,Arizona Central Credit Union
2009,424,Financial Plus Credit Union
2009,279,Collins Credit Union
2009,1070,Summit Credit Union
2009,702,Listerhill Credit Union
2009,1158,University Credit Union
2009,1154,Unitus Community Credit Union
2009,294,Community Credit Union
2009,1091,Telco Community Credit Union
2009,700,Linn Area Credit Union
2009,574,Hawaii Central Credit Union
2009,996,STATE CENTER CREDIT UNION
2009,1057,St Marys Bank
2009,351,Dupaco Community Credit Union
2009,742,Mazuma Credit Union
2009,892,PSECU PA State Employee Credit Union
2009,529,Greater IA Credit Union
2009,319,Credit Union Of Denver
2009,1175,Veridian Credit Union
2009,350,DuTrac Community Credit Union
2009,318,Credit Union Of CO
2009,293,Community Choice Credit Union
2009,1156,Universal 1 Credit Union Inc
2009,1074,SunWest Educational Credit Union
2009,992,SOUTH DIV CREDIT UNION
2009,338,Dexter Credit Union
2009,1212,Westerra Credit Union
2009,911,Peoples Credit Union
2009,315,Credit Union 1
2009,1115,TruMark Financial Credit Union
2009,1219,Wright-Patt Credit Union Inc
2009,986,SECU Credit Union
2009,628,Industrial Credit Union
2009,333,Delta Community Credit Union
2009,453,First Northern Credit Union
2009,370,Educators Credit Union
2009,219,California Coast Credit Union
2009,924,Point Breeze Credit Union
2009,532,Greenwood Credit Union
2009,313,Coventry Credit Union
2009,539,Guardian Credit Union
2009,295,Community First Credit Union
2009,920,Pioneer Credit Union
2009,201,COASTWAY CREDIT UNION
2009,1205,Wescom Credit Union
2009,480,Fox Communities Credit Union
2009,435,First Community Credit Union
2009,981,Royal Credit Union
2009,328,Day Air Credit Union
2009,1181,Virginia Credit Union
2009,278,Code Credit Union
2009,853,Numerica Credit Union
2009,578,Hawthorne Credit Union
2009,166,Beacon Credit Union
2009,1162,Utah Central Credit Union
2009,997,STATE CENTRAL CREDIT UNION
2009,967,Rhode Island Credit Union
2009,902,Pawtucket Credit Union
2009,1051,Space Coast Credit Union
2009,566,HarborOne Bank
2009,299,CommunityAmerica Credit Union
2009,271,City Credit Union
2009,1172,Vantage Credit Union
2009,356,EECU Credit Union
2009,863,Old Hickory Credit Union
2009,462,First South Credit Union
2009,463,First South Financial Credit Union
2009,664,Knoxville TVA Employees Credit Union
2009,369,Eastman Credit Union
2009,284,Columbia Credit Union
2009,1055,Spokane Teachers Credit Union
2009,518,Global Credit Union
2009,478,Forum Credit Union
2009,1148,United Heritage Credit Union
2009,168,Belco Community Credit Union
2009,627,Indiana Members Credit Union
2009,243,Centra Credit Union
2009,1173,Velocity Credit Union
2009,1008,Safe Credit Union
2009,437,First Entertainment Credit Union
2009,1021,Service Credit Union
2009,925,Point Loma Credit Union
2009,1089,Technology Credit Union
2009,761,Meriwest Credit Union
2009,1018,Schools Financial Credit Union
2009,1168,Valley First Credit Union
2009,891,PSCU Inc
2009,1045,Southland Credit Union
2009,410,Fairwinds Credit Union
2009,321,Credit Union West
2009,624,Illiana Financial Credit Union
2009,927,Premier America Credit Union
2009,72,AmeriCU Credit Union
2009,170,Bellco Credit Union
2009,965,Resource One Credit Union
2009,282,Colorado Credit Union
2009,436,First Credit Union
2009,804,NORTH ISLAND FINANCIAL CREDIT UNION
2009,1174,Ventura County Credit Union
2009,667,LBS Financial Credit Union
2009,1114,Tropical Financial Credit Union
2009,794,Mutual Security Credit Union
2009,739,Matadors Community Credit Union
2009,1184,Vystar Credit Union
2009,1198,Water & Power Community Credit Union
2009,893,Pacific Marine Credit Union
2009,301,Connex Credit Union
2009,1176,Verity Credit Union
2009,899,Patelco Credit Union
2009,57,Alabama Telco Credit Union
2009,352,Dupage Credit Union
2009,890,PROSPERITY MORTGAGE CO
2009,871,OneMain Holdings Inc
2009,820,New American Funding
2009,541,Guild Mortgage Co
2009,51,Advanced Financial Services
2009,374,Embrace Home Loans
2009,1083,TOTAL MORTGAGE SERVICES
2009,744,McCue Mortgage Co
2009,661,Kings Mortgage Services Inc
2009,929,Primary Residential Mortgage Inc
2009,202,COLUMBIA MORTGAGE LLC
2009,535,Guaranteed Home Mortgage Co Inc
2009,406,FRANKLIN FIRST FINANCIAL
2009,931,Prospect Mortgage
2009,990,SLM Corp
2009,731,MORTGAGEIT INC
2009,1192,WR Starkey Mortgage Co
2009,378,Envoy Mortgage
2009,642,JG Wentworth Co
2009,923,Plaza Home Mortgage Inc
2009,995,STANDARD MORTGAGE CORP
2009,277,Cobalt Mortgage Inc
2009,101,Aspire Financial
2009,592,Home Loan Center
2009,1187,WILMINGTON FINANCE INC
2009,740,Maverick Funding Corp
2009,364,Eagle Home Mortgage
2009,108,Atlantic Home Loans
2009,1179,Vinson Mortgage Group
2009,881,PHH Corp
2009,497,GERSHMAN MORTGAGE
2009,644,James B Nutter & Co
2009,878,PARAMOUNT MORTGAGE CO
2009,659,Keystone Financial Inc
2009,39,AMERISAVE MORTGAGE CORP
2009,342,Directors Financial Group
2009,162,Bay Equity Llc
2009,950,RPM Mortgage Inc
2009,821,New American Mortgage
2009,121,BLS FUNDING CORP
2009,724,MORTGAGE NOW INC
2009,725,MORTGAGE PARTNERS
2009,240,CashCall Inc
2009,847,Nothnagle Home Sercurities Corp
2009,536,Guaranteed Rate Mortgage
2009,826,New Residential Investment Corp
2009,1109,Towne Mortgage Co
2009,1170,VanDyk Mortgage
2009,1142,Union Home Mortgage Co
2009,56,AgStar Financial Services ACA
2009,557,HOMETOWN EQUITY MORTGAGE CORP
2009,897,Paramount Equity Mortgage Llc
2009,1171,Vanderbilt Mortgage & Finance Inc
2009,939,PulteGroup Inc
2009,949,ROCKY MTN MORTGAGE LTD
2009,762,MetAmerica Mortgage Bankers Inc
2009,106,Atlantic Bay Mortgage Group Llc
2009,227,Capital Center Llc
2009,324,CrossCountry Mortgage Llc
2009,493,GATEWAY MORTGAGE
2009,1017,Schmidt Mortgage Corp
2009,1194,Wallick & Volk Inc
2009,199,CMG MORTGAGE INC
2009,401,FIRST OPTION MORTGAGE CORP
2009,1027,Sierra Pacific Mortgage Co Inc
2009,811,National Finance Co Inc
2009,813,Nationwide Mutual Insurance Co
2009,354,EAGLE MORTGAGE INC
2009,257,Cherry Creek Mortgage Co
2009,1151,United Shore Financial Services Llc
2009,449,First Mortgage Co
2009,975,Rock Holdings Inc
2009,382,Equity Now
2009,1000,SUBURBAN MORTGAGE ASSOC INC
2009,47,Academy Mortgage Corp
2009,200,COASTAL MORTGAGE
2009,691,Lend America Inc
2009,530,Greenlight Financial Services
2009,720,MORTGAGE CONSULTANTS INC
2009,812,Nationstar Mortgage Llc
2009,895,Pacific Union Financial Llc
2009,64,Allied Mortgage Capital Corp
2009,63,Allied Home Mortgage Capital Corp
2009,486,Freedom Mortgage Corp
2009,1185,WALL STREET MORTGAGE BANKERS LTD
2009,1001,SUMMIT MORTGAGE CORP
2009,307,Cornerstone Home Lending Inc
2009,409,Fairway Independent Mortgage Corp
2009,819,Network Funding Corp
2009,721,MORTGAGE FINANCIAL INC
2009,883,PLATINUM MORTGAGE
2009,1183,Vitek Mortgage Group
2009,718,MORTGAGE AMERICA INC
2009,27,AMERICAN EQUITY MORTGAGE INC
2009,600,Homestead Funding Corp
2009,3,1ST PRIORITY MORTGAGE
2009,598,Homebridge Financial Services Inc
2009,1227,loanDepot.com Llc
2009,806,NORTHWEST MORTGAGE INC
2009,36,AMERICAN PACIFIC MORTGAGE CORP
2009,849,Nova Home Loans
2009,1072,Summit Funding Inc
2009,1189,WJ Bradley Mortgage Capital Corp
2009,343,Directors Mortgage Inc
2009,693,Lenox Financial Mortgage
2009,29,AMERICAN FINANCIAL NETWORK
2010,1202,Wells Fargo & Co
2010,884,PNC Financial Services Group Inc
2010,670,LEGACY MORTGAGE
2010,643,JP Morgan Chase & Co
2010,1130,US Bancorp
2010,444,First Financial Bank
2010,404,FNB Corp
2010,445,First Horizon National Corp
2010,605,Honesdale National Bank
2010,61,Alliance Bank NA
2010,130,Ballston Spa National Bank
2010,800,NBT Bancorp Inc
2010,262,Citigroup Inc
2010,809,National Bank & Trust Co
2010,668,LCNB Corp
2010,267,Citizens First National Bank
2010,604,Hometown National Bank
2010,638,Intrust Bank Na
2010,264,Citizens Bank
2010,417,Farmers National Bank
2010,216,Cadence Bancorp Llc
2010,225,Canandaigua National Corp
2010,1224,Zions Bancorp
2010,777,Midland National Bank
2010,137,Bank First National
2010,272,City National Bank
2010,907,Peoples Bank
2010,738,Mars National Bank
2010,451,First National Bank TX
2010,148,Bank Of NY Mellon Corp
2010,1028,Simmons First National Corp
2010,611,Huntington Bancshares Inc
2010,865,Old National Bancorp
2010,452,First National Community Bancorp
2010,1120,Trustmark Corp
2010,383,Evans Bancorp Inc
2010,1139,Union Center National Bank
2010,141,Bank Of America Corp
2010,450,First National Bank Of Long Island
2010,699,Lincoln Bancorp
2010,125,BOK Financial Corp
2010,232,Capital One Financial Corp
2010,386,Extraco Bank
2010,477,Forest Park National Bank
2010,7,1st National Bank Of Scotia
2010,658,KeyCorp
2010,368,Eastern National
2010,1169,Valley National Bancorp
2010,1100,Thumb National Bank & Trust Co
2010,415,Far East National Bank
2010,443,First Fidelity Bank
2010,287,Commerce Bancshares Inc
2010,595,Home State Bank
2010,1155,Unity Bancorp Inc
2010,901,Patriot National Bank
2010,687,Landmark Community Bank
2010,735,Malvern Federal Bancorp Inc
2010,1218,Wintrust Financial Corp
2010,1080,TCF Financial Corp
2010,102,Associated Bancorp
2010,764,Metlife Inc
2010,810,National Bank Of KS City
2010,779,Midwest Bank Na
2010,781,Millennium Bank
2010,1105,Toronto-Dominion Bank
2010,1038,South Central Bank
2010,1200,Webster Bank
2010,560,HSBC Holdings Plc
2010,265,Citizens Financial Group Inc
2010,492,Fulton Financial Corp
2010,1126,UBS Ag
2010,308,Cornerstone Mortgage Co
2010,587,Hillcrest Bank
2010,1,1ST FINANCIAL
2010,648,Johnson Financial Group
2010,286,Comerica Inc
2010,49,Adirondack Bank
2010,143,Bank Of Commerce
2010,366,East West Bancorp
2010,838,Northern Trust Corp
2010,258,Chesapeake Bank
2010,337,Deutsche Bank Ag
2010,957,Regions Financial Corp
2010,464,First Southern Bank
2010,468,Firstbank Holding Co Of CO
2010,80,American Heritage Bank
2010,100,Arvest Bank Group Inc
2010,874,Orrstown Bank
2010,419,Fifth Third Bancorp
2010,1048,Southwest Bank
2010,289,Commercial Bank
2010,1015,Sandy Spring Bancorp Inc
2010,138,Bank Independent
2010,1107,Town & Country Bank
2010,588,Hilltop Holdings Inc
2010,50,Adirondack Trust Co
2010,537,Guaranty Bank & Trust Co
2010,1116,Truist Financial Corp
2010,649,Johnson Mortgage Co Llc
2010,133,Banco Bilbao Vizcaya Argentaria SA
2010,1033,Solvay Bank
2010,433,First Citizens Bancorp Inc
2010,1046,Southside Bank
2010,579,Heartland Bank
2010,145,Bank Of Marion
2010,678,Lake City Bank
2010,228,Capital City Bank
2010,87,Ameriserv Financial Inc
2010,910,Peoples Community Bank
2010,146,Bank Of Montreal
2010,9,1st Source Bank
2010,448,First Midwest Bank
2010,1065,Sterling Bank
2010,941,Quad City Bank & Trust Co
2010,1167,Valley Bank
2010,428,First Bank & Trust
2010,783,Monarch Bank
2010,150,Bank Of The James
2010,379,Equitable Bank
2010,900,Patriot Bank Corp
2010,603,Hometown Bank
2010,972,Riverside Bank
2010,140,Bank OZK
2010,69,Amalgamated Bank
2010,656,Kentucky Bank
2010,1204,Wesbanco Inc
2010,1077,Synovus Financial Corp
2010,1197,Washington Trust Bank
2010,416,Farmers Bank
2010,677,Lake Area Bank
2010,144,Bank Of MO
2010,1209,Western Bank Corp Inc
2010,745,Mechanics Bank
2010,185,Brotherhood Bank & Trust
2010,1111,Traditional Bank
